object_ID,alpha,delta,UV_filter,green_filter,red_filter,near_IR_filter,IR_filter,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,red_shift,plate_ID,MJD,fiber_ID,class
1.24E+18,190.5867594,42.00891732,21.8854,21.13552,20.76325,20.52624,20.23129,3840,301,3,203,9.44E+18,2.0673,8385,57511,848,QSO
1.24E+18,229.8538732,60.5750667,24.20386,21.95732,20.58807,19.74563,19.19108,1412,301,5,304,7.86E+18,0.4966023,6981,56443,939,GALAXY
1.24E+18,146.4827734,63.02157171,20.19948,18.31236,17.29778,16.86233,16.46073,1412,301,5,59,5.48E+17,0.121768,487,51943,355,GALAXY
1.24E+18,242.1001054,14.85711147,20.2131,18.5216,17.6513,17.15115,16.83752,4670,301,1,298,2.84E+18,0.09644881,2524,54568,633,GALAXY
1.24E+18,239.678483,15.66974339,18.86109,17.67093,17.04728,16.63824,16.4143,4670,301,1,282,2.84E+18,0.07192955,2521,54538,577,GALAXY
1.24E+18,167.3277735,50.02158775,25.52337,22.58144,20.72992,19.82109,19.46885,2830,301,1,345,7.53E+18,0.4565861,6692,56390,525,GALAXY
1.24E+18,139.0059458,40.62756084,19.3614,18.35861,17.79927,17.3036,17.1141,2830,301,1,199,1.06E+18,0.1367261,938,52708,465,GALAXY
1.24E+18,171.3878964,22.82272476,21.35065,20.98052,20.8179,21.28612,20.81218,5194,301,6,380,7.23E+18,0.02170734,6421,56274,469,GALAXY
1.24E+18,27.21487031,-1.440267977,20.97975,20.70338,20.46182,20.01163,19.75943,7780,301,6,84,8.83E+18,0.4308271,7844,56982,728,QSO
1.24E+18,26.90784443,-1.384771712,20.94441,20.75399,20.5784,20.47177,20.52537,7780,301,6,81,8.83E+18,1.47,7844,56982,686,QSO
1.24E+18,192.0495249,11.59360678,21.87234,21.18709,21.36157,21.3277,20.80548,3805,301,2,33,6.09E+18,2.33275,5412,55981,424,QSO
1.24E+18,353.3696575,4.534705381,22.7017,21.66399,21.36061,21.0284,20.54719,7727,301,3,22,1.27E+19,2.554546,11288,58401,61,QSO
1.24E+18,8.328569122,19.05668473,22.08862,22.5981,20.61198,19.58142,19.10457,8096,301,1,280,6.97E+18,0.5314294,6187,56244,175,GALAXY
1.24E+18,129.6148281,47.10478339,22.61716,21.75587,20.86801,20.21393,19.86801,2074,301,3,78,5.81E+18,0.6537191,5160,55895,898,GALAXY
1.24E+18,136.8615005,51.61498667,23.50574,21.82747,20.29346,19.48338,18.9616,2074,301,3,122,8.22E+18,1.14E-05,7304,56745,948,STAR
1.24E+18,308.8852991,-6.430550911,21.08323,18.98333,17.89268,17.44409,17.12779,1737,301,2,12,7.14E+17,0.1379267,634,52164,298,GALAXY
1.24E+18,315.3636293,-7.252818093,19.44637,18.28232,17.63688,17.22876,16.96816,1737,301,2,55,7.17E+17,0.08010049,637,52174,162,GALAXY
1.24E+18,192.5951772,46.41410848,23.84483,21.2197,20.94414,20.85142,20.72236,3699,301,2,56,7.51E+18,2.923738,6666,56371,122,QSO
1.24E+18,207.4263182,4.771725909,19.95932,18.27306,17.63961,17.29081,17.27849,2247,301,4,311,9.63E+17,0.000107874,855,52375,238,STAR
1.24E+18,128.7453391,3.722467185,24.20681,22.13123,20.66444,19.70094,19.25265,2125,301,6,67,5.39E+18,0.5666198,4789,55923,891,GALAXY
1.24E+18,156.642416,5.260987543,27.21586,21.04346,19.32534,18.60058,18.23322,2125,301,6,253,5.41E+18,0.4126026,4802,55652,955,GALAXY
1.24E+18,1.8408189,2.261584775,20.39648,20.2782,20.27602,20.06079,19.97876,7717,301,3,342,8.84E+18,1.930121,7852,56987,973,QSO
1.24E+18,151.7924106,18.95059194,16.8142,15.44981,14.78803,14.44124,14.1873,5183,301,3,141,2.67E+18,0.03084458,2372,53768,200,GALAXY
1.24E+18,158.4207667,20.23550038,19.49471,17.80384,17.32179,17.0434,17.06888,5183,301,3,183,2.68E+18,0.04662939,2376,53770,187,GALAXY
1.24E+18,207.3460692,20.92989302,23.78386,21.69709,20.28793,19.39028,18.82991,5183,301,3,488,6.61E+18,0.6063712,5869,56064,445,GALAXY
1.24E+18,168.3141752,0.319397068,24.39813,22.93297,21.3686,20.30125,19.82005,756,301,4,351,4.32E+18,0.5509878,3838,55588,527,GALAXY
1.24E+18,23.23789849,34.23086114,22.91572,22.15885,20.59829,19.23853,18.54032,7781,301,5,82,7.43E+18,3.13E-05,6600,56566,947,STAR
1.24E+18,163.6189461,20.42906546,23.09386,22.43942,20.35849,19.29505,18.79469,5194,301,2,330,6.62E+18,0.5522705,5876,56042,531,GALAXY
1.24E+18,171.1950918,44.1183825,19.87646,19.00635,18.72929,18.63796,18.58599,3813,301,3,161,3.62E+18,-0.000536967,3215,54861,281,STAR
1.24E+18,189.5545461,44.77685956,21.30745,20.92133,20.91895,20.71968,20.29379,3813,301,3,249,9.43E+18,1.812659,8374,57783,910,QSO
1.24E+18,200.7747737,43.71676886,21.28684,21.10712,20.55619,20.67032,20.74319,3813,301,3,303,9.43E+18,1.09281,8378,57785,272,QSO
1.24E+18,230.3283056,34.91481452,20.39338,20.37992,20.29154,20.33969,20.24532,3813,301,3,465,1.21E+19,1.487795,10744,58199,412,QSO
1.24E+18,216.8785909,40.13134394,23.68075,22.20944,21.71228,21.38419,20.32055,3813,301,3,386,1.21E+19,1.199413,10752,58488,886,GALAXY
1.24E+18,238.2866723,23.65788366,21.08664,20.44405,20.32944,20.36919,20.3076,4512,301,1,263,4.44E+18,2.498035,3941,55321,278,QSO
1.24E+18,197.5819933,37.45101629,19.45724,18.05124,17.37396,16.96097,16.68481,4470,301,5,83,2.29E+18,0.04341732,2032,53815,312,GALAXY
1.24E+18,207.3115291,24.76752186,17.41814,16.34745,15.9552,15.72816,15.59653,4670,301,1,70,2.38E+18,0.02922953,2115,53535,204,GALAXY
1.24E+18,227.8562884,19.9139216,18.39825,16.79783,16.03543,15.58355,15.35089,4670,301,1,201,3.14E+18,0.07387231,2792,54556,606,QSO
1.24E+18,212.4775194,38.77718826,24.07019,21.01142,19.4295,18.67379,18.20365,3919,301,3,68,5.30E+18,0.4300992,4711,55737,79,GALAXY
1.24E+18,214.3925884,19.5650927,19.88462,17.96374,16.75234,16.32966,15.99921,5194,301,3,648,3.12E+18,0.1499453,2773,54533,262,GALAXY
1.24E+18,55.68979231,-7.247133274,16.80564,15.83755,15.45054,15.30536,15.26234,1045,301,1,143,2.31E+18,-0.000256096,2050,53401,126,STAR
1.24E+18,0.509386812,-10.58074783,17.53554,16.60386,16.36601,16.27346,16.29385,1740,301,2,25,7.32E+17,-0.000173576,650,52143,142,STAR
1.24E+18,111.9970308,41.45942314,23.10292,21.39284,21.16887,20.58434,20.11356,6573,301,6,198,4.12E+18,0.5817963,3656,55241,108,QSO
1.24E+18,224.2854037,-0.967817701,23.81769,21.48656,21.13542,21.18161,21.30773,2379,301,6,101,4.53E+18,0.000319374,4020,55332,594,STAR
1.24E+18,34.85340593,-4.177376416,22.63614,22.22431,21.33529,21.04333,20.17754,7881,301,4,254,1.05E+19,0.7612551,9318,58068,453,GALAXY
1.24E+18,57.77630882,11.63194469,21.67813,18.90429,17.28687,16.38541,15.85622,6003,301,5,85,3.04E+18,0.000285638,2697,54389,563,STAR
1.24E+18,217.6628602,41.76075644,26.92447,24.14125,15.12459,27.5034,25.68716,3699,301,2,180,1.57E+18,0.9446684,1395,52825,20,GALAXY
1.24E+18,178.2884793,24.0079639,20.06919,17.81425,16.55137,15.9986,15.58444,5140,301,1,171,2.83E+18,0.1432088,2514,53882,227,GALAXY
1.24E+18,157.1567588,21.42928715,19.99177,18.49625,17.66109,17.22888,16.94476,5140,301,1,40,2.67E+18,0.1177091,2375,53770,525,GALAXY
1.24E+18,136.3042448,47.23509805,21.15852,18.85319,17.6813,17.26826,17.02219,2825,301,6,210,1.01E+18,-2.40E-05,898,52606,528,STAR
1.24E+18,315.0788423,0.180181708,20.14086,19.1125,18.4889,18.1219,18.13742,4187,301,4,49,1.15E+18,0.2086029,1024,52826,493,GALAXY
1.24E+18,129.2153685,46.89275358,19.98899,19.48863,18.82704,18.48956,18.30687,2074,301,3,76,6.19E+17,0.2487611,550,51959,243,QSO
1.24E+18,229.2675743,40.34439546,18.62632,16.72683,15.87391,15.48675,15.15903,2964,301,3,536,1.45E+18,0.0557575,1292,52736,142,GALAXY
1.24E+18,55.86853117,-7.312657535,16.79407,15.71277,15.40579,15.3016,15.29874,1045,301,1,145,2.31E+18,0.000145707,2050,53401,95,STAR
1.24E+18,122.6579476,-8.834712448,16.86641,15.52071,15.00572,14.81542,14.72735,6574,301,1,21,3.16E+18,0.000218922,2806,54425,137,STAR
1.24E+18,66.80473642,24.32497031,19.19801,17.50938,16.59861,16.17533,15.90678,3512,301,1,35,1.41E+18,-0.000235988,1255,52962,125,STAR
1.24E+18,148.1284506,64.14103718,26.71066,23.52884,22.20203,21.23364,21.01085,1412,301,6,68,6.44E+18,0.8346538,5722,56008,672,GALAXY
1.24E+18,119.1070631,22.62125178,25.54438,20.17963,18.541,17.9465,17.59662,3605,301,4,65,5.03E+18,0.2773367,4471,55617,574,GALAXY
1.24E+18,357.1545983,18.84451313,23.22377,23.14401,21.57678,20.52494,19.49481,8096,301,1,210,8.56E+18,0.7275585,7599,56955,771,GALAXY
1.24E+18,140.6556201,4.435475697,20.10522,18.5121,17.63263,17.20718,16.88864,2125,301,6,146,6.40E+17,0.1024406,568,52254,369,GALAXY
1.24E+18,138.1019881,66.53147507,19.24615,17.64166,16.99085,16.57311,16.33059,4294,301,6,202,2.11E+18,0.07445723,1877,54464,388,GALAXY
1.24E+18,113.4809593,47.28980846,23.0067,19.78005,18.31299,17.64555,17.35402,4294,301,6,48,4.13E+18,0.2617028,3665,55247,518,GALAXY
1.24E+18,123.7520781,58.42567548,18.29514,17.07513,16.5192,16.176,15.97177,4294,301,6,133,2.11E+18,0.04850893,1873,54437,393,GALAXY
1.24E+18,348.4902287,19.6281651,25.37844,21.04597,20.67378,18.84035,21.29438,8096,301,4,155,8.57E+18,-3.40E-05,7611,56946,958,STAR
1.24E+18,135.8001165,1.095307752,22.05897,20.41924,19.42457,18.68278,18.20392,6574,301,5,130,4.30E+18,0.000224778,3816,55272,48,STAR
1.24E+18,336.2711798,16.53732835,24.91458,22.38194,20.534,19.72199,19.39088,8101,301,1,75,5.67E+18,0.4503888,5037,55823,759,GALAXY
1.24E+18,247.6809982,-1.02970314,22.92644,21.56149,19.61631,18.69803,18.14505,2346,301,1,96,3.92E+17,0.4973914,348,51671,290,GALAXY
1.24E+18,131.410477,27.41560007,19.72605,17.89126,16.88063,16.43659,16.07824,4469,301,5,144,2.18E+18,0.121085,1932,53350,386,GALAXY
1.24E+18,214.9239345,19.33522293,19.67995,17.80532,16.79429,16.36885,16.01175,5194,301,3,651,3.12E+18,0.1087148,2773,54533,176,GALAXY
1.24E+18,119.4247031,9.337413492,21.74479,20.52772,18.74858,18.1463,17.6896,5194,301,3,36,5.08E+18,0.339334,4511,55602,42,GALAXY
1.24E+18,41.37715777,4.837017369,24.00532,23.08654,22.67062,21.54041,21.16354,7718,301,5,264,1.06E+19,0.8169206,9416,58098,845,GALAXY
1.24E+18,30.32682921,4.295428922,20.8724,20.92575,20.6476,20.69405,20.35054,7727,301,3,268,9.84E+18,1.137533,8736,57400,613,QSO
1.24E+18,146.2304721,45.1762477,25.17822,23.37751,21.54778,20.49212,19.8571,2830,301,3,245,8.24E+18,0.5868098,7316,56710,49,GALAXY
1.24E+18,115.3455835,19.71848764,25.28058,23.90992,21.7068,20.4532,19.77567,3605,301,4,35,1.25E+19,0.4373553,11083,58515,861,GALAXY
1.24E+18,350.3294668,34.88588934,23.27685,22.5034,21.07423,20.0649,19.7839,8156,301,5,182,8.04E+18,0.5720008,7139,56568,621,GALAXY
1.24E+18,333.5288792,2.854228497,22.16817,21.62988,21.42019,21.03065,20.70744,7712,301,5,153,1.28E+19,1.59755,11341,58428,226,QSO
1.24E+18,351.0205081,3.093179051,21.63795,21.10118,20.66671,20.1357,20.03003,7712,301,5,269,1.27E+19,1.819687,11289,58398,235,QSO
1.24E+18,117.4443917,29.5301002,19.0817,17.39469,16.52386,16.05971,15.71043,2711,301,5,65,1.19E+18,0.06586064,1060,52636,276,GALAXY
1.24E+18,23.51205463,34.19728679,24.10211,22.16578,20.41878,19.42708,18.92553,7781,301,5,83,7.43E+18,0.5440464,6602,56571,684,GALAXY
1.24E+18,228.7003576,9.974541048,23.97139,22.92358,21.25716,20.1551,19.74158,3996,301,1,164,6.18E+18,0.5862018,5489,55990,456,GALAXY
1.24E+18,164.1747587,42.97454225,18.90173,17.89313,17.46633,17.32536,17.24455,3813,301,3,126,3.67E+18,2.31E-05,3259,54885,115,STAR
1.24E+18,188.7353827,44.77648476,20.76107,20.67965,20.37663,20.36013,20.21735,3813,301,3,245,9.43E+18,1.215767,8374,57783,789,QSO
1.24E+18,232.8480572,43.84185224,23.51864,23.85834,21.37539,20.28438,19.60137,3177,301,4,161,9.59E+18,0.6281261,8515,58192,25,GALAXY
1.24E+18,126.9168317,30.9772711,19.47264,17.61016,16.82478,16.52191,16.32555,2963,301,1,29,3.58E+18,0.00019856,3182,54828,128,STAR
1.24E+18,125.1632222,29.58174225,21.63251,21.14445,20.8764,20.55445,20.35808,2963,301,1,15,1.20E+19,1.168583,10662,58158,134,QSO
1.24E+18,143.1220356,42.80269822,24.22301,22.05764,20.4213,19.62815,19.32042,2830,301,1,224,5.22E+18,0.4675952,4638,55956,655,GALAXY
1.24E+18,184.9463165,51.27464506,24.72663,23.3746,21.1586,19.97233,19.46274,2830,301,1,420,7.52E+18,0.640408,6675,56415,603,GALAXY
1.24E+18,192.9220832,51.03202932,23.81411,21.9861,20.80321,19.68563,19.21417,2830,301,1,453,7.51E+18,0.5238213,6669,56413,861,GALAXY
1.24E+18,134.9760119,38.56684137,19.55278,17.92391,17.19517,16.84723,16.60922,2830,301,1,174,1.05E+18,0.02853747,936,52705,361,GALAXY
1.24E+18,141.1603164,41.90926768,20.52975,18.45956,17.41266,16.97242,16.65691,2830,301,1,213,1.06E+18,0.1263064,939,52636,371,GALAXY
1.24E+18,181.4047722,51.36192331,19.05709,17.1249,16.20464,15.80093,15.4893,2830,301,1,405,9.93E+17,0.08163945,882,52370,41,GALAXY
1.24E+18,149.3392441,18.40515695,19.84505,18.30197,17.70137,17.36171,17.1753,5183,301,3,125,2.67E+18,0.06980512,2371,53762,221,GALAXY
1.24E+18,183.6793389,22.34611405,23.92667,22.55078,21.07735,19.67779,19.21916,5183,301,3,341,6.73E+18,0.7464731,5978,56073,588,GALAXY
1.24E+18,114.6757543,48.81545606,21.1341,19.19097,17.70896,17.14712,16.7625,4294,301,6,59,4.13E+18,0.2246834,3668,55478,463,GALAXY
1.24E+18,3.345217844,22.91262968,22.76323,24.13138,22.8339,20.84302,19.70788,7932,301,5,31,8.63E+18,1.406292,7663,57328,403,GALAXY
1.24E+18,348.0031071,20.40497076,19.74852,18.56413,18.09117,17.8921,17.78246,8108,301,1,166,6.89E+18,-0.000574253,6123,56217,502,STAR
1.24E+18,4.227964375,2.208978586,21.64064,21.30715,21.21502,21.13639,21.31719,7717,301,3,358,4.84E+18,1.27E-06,4300,55528,534,STAR
1.24E+18,44.47886748,-3.859095513,25.89848,22.27063,21.42127,20.79771,20.21331,7881,301,4,318,1.05E+19,0.7628933,9312,57784,123,GALAXY
1.24E+18,25.86152934,-4.673260629,26.75081,23.40112,21.82935,20.72011,19.95063,7881,301,4,194,8.89E+18,0.7347348,7893,57286,353,GALAXY
1.24E+18,20.07268785,-10.139554,21.6842,20.33989,19.81661,19.62406,19.68618,1740,301,2,154,3.22E+18,-0.000456165,2864,54467,25,STAR
1.24E+18,126.5777504,31.90048638,24.23686,23.24676,21.08121,20.1164,19.79037,2964,301,3,12,5.01E+18,0.462327,4446,55589,937,GALAXY
1.24E+18,128.5776161,54.18478591,21.52462,19.71624,18.07328,17.4759,17.13888,1411,301,5,50,5.02E+17,0.2932416,446,51899,310,GALAXY
1.24E+18,113.7025863,28.4175968,24.52495,22.90552,21.88895,20.42872,19.53441,2825,301,6,38,1.16E+19,0.00012194,10285,58083,277,STAR
1.24E+18,119.8330576,34.74950061,21.43272,22.32317,21.51627,21.22751,21.21066,2825,301,6,93,1.05E+19,0.3372563,9352,57805,831,GALAXY
1.24E+18,319.0723277,0.074533519,21.34699,20.02287,19.52538,19.30248,19.16846,4187,301,4,76,1.16E+18,-0.000622188,1026,52558,158,STAR
1.24E+18,124.4338422,29.21936492,25.46298,21.78508,21.59898,21.75657,21.60405,2963,301,1,11,5.01E+18,1.56542,4450,55540,430,QSO
1.24E+18,235.7983658,14.35999643,25.0914,21.23669,19.42372,18.69342,18.18685,5194,301,3,789,5.51E+18,0.4468046,4890,55741,854,GALAXY
1.24E+18,241.423222,12.47815125,20.55227,18.46433,17.42323,17.01058,16.76363,5194,301,3,827,2.84E+18,0.09121042,2525,54569,459,GALAXY
1.24E+18,175.3173255,21.9393737,16.17617,15.53207,15.4465,14.99878,15.06281,5194,301,3,404,2.82E+18,0.06329135,2504,54179,639,QSO
1.24E+18,126.0067564,21.02721188,15.67556,13.78578,12.84984,12.34251,11.91388,6597,301,4,208,2.17E+18,0.01544858,1927,53321,118,GALAXY
1.24E+18,187.8519231,42.25198218,22.4143,22.10142,21.7174,21.8511,21.04672,3840,301,3,189,9.44E+18,0.274346,8384,57513,883,GALAXY
1.24E+18,188.4620679,42.1584505,22.15242,22.1745,21.7046,21.55769,21.13951,3840,301,3,192,9.44E+18,1.401225,8385,57511,501,QSO
1.24E+18,193.541932,41.79309347,21.43122,21.96437,21.97346,21.68484,21.17429,3840,301,3,217,9.44E+18,1.895176,8386,57518,810,QSO
1.24E+18,112.9515018,41.83448745,21.67788,20.66116,20.27328,20.04383,19.7772,6573,301,6,203,4.12E+18,0.000679015,3659,55181,354,STAR
1.24E+18,4.00733499,20.63064453,22.29851,21.23081,21.35671,21.54203,22.3135,8096,301,5,253,6.95E+18,0.000266549,6174,56243,866,STAR
1.24E+18,0.317837963,26.80715609,26.15677,22.02707,20.38786,19.46048,18.95096,4152,301,2,114,7.74E+18,0.4872899,6877,56544,607,GALAXY
1.24E+18,353.4246793,26.77107686,22.84475,23.72861,22.39259,20.93029,20.01629,8103,301,3,56,8.67E+18,0.695616,7701,57356,983,GALAXY
1.24E+18,46.5114692,37.03316082,21.22845,19.47744,18.60392,18.20992,17.98229,5817,301,2,213,2.75E+18,7.22E-05,2443,54082,95,STAR
1.24E+18,151.4130937,-2.724380387,23.66052,23.18912,20.9687,20.0303,19.72273,1241,301,2,87,4.24E+18,0.6661981,3769,55240,455,GALAXY
1.24E+18,156.5642249,19.9777166,23.33573,22.09531,21.79686,21.40847,21.37576,5183,301,3,171,1.08E+19,1.550266,9569,57837,63,QSO
1.24E+18,212.261843,43.10694302,23.44724,23.09675,22.0542,20.43938,19.80794,3716,301,1,169,9.57E+18,0.9235606,8503,57519,233,GALAXY
1.24E+18,353.1832415,0.693821564,21.93996,20.72319,19.55269,18.67152,18.27598,4188,301,5,64,1.67E+18,0.5135884,1486,52993,492,GALAXY
1.24E+18,352.3170944,0.795401881,19.70539,18.35757,17.31159,16.7669,16.43469,4188,301,5,58,7.67E+17,0.1826531,681,52199,376,GALAXY
1.24E+18,234.2533399,36.62294307,21.86353,21.6068,21.64425,21.7071,21.65081,3926,301,6,51,1.21E+19,3.206298,10742,58198,865,QSO
1.24E+18,240.4751599,31.83698605,20.12525,20.13069,19.78881,19.85293,19.87293,3926,301,4,97,1.23E+19,1.163547,10921,58251,204,QSO
1.24E+18,152.6564438,19.17932631,19.58364,18.27233,17.62948,17.12794,16.90161,5183,301,3,146,2.67E+18,0.1144993,2373,53768,234,GALAXY
1.24E+18,49.96596924,0.766388632,21.91324,20.97387,19.63741,19.13977,18.58312,4849,301,5,788,7.57E+17,0.3302706,672,52172,538,GALAXY
1.24E+18,213.2863784,43.87672322,21.80295,21.60596,21.05007,20.65345,20.57985,3699,301,4,155,9.57E+18,0.2247525,8503,57519,930,GALAXY
1.24E+18,158.8403353,20.13999469,19.42181,18.09335,17.64814,17.38381,17.23214,5194,301,3,300,2.68E+18,0.05619646,2376,53770,177,GALAXY
1.24E+18,179.0128028,22.01972628,24.9677,22.93722,20.80496,19.7856,19.4176,5194,301,3,426,7.23E+18,0.6270566,6423,56313,21,GALAXY
1.24E+18,231.999514,18.20130117,24.22799,22.02142,20.48598,19.63923,19.12698,5323,301,5,23,4.44E+18,0.4977705,3945,55648,107,GALAXY
1.24E+18,246.783894,13.04087582,19.45394,18.22501,17.6757,17.33425,17.12407,5323,301,5,124,2.85E+18,0.05114415,2530,53881,583,GALAXY
1.24E+18,150.7933099,20.97874512,23.08087,23.02868,22.2386,21.5162,21.36592,5138,301,3,71,1.08E+19,0.8008156,9578,57817,759,GALAXY
1.24E+18,204.3506201,67.09647561,23.89995,21.81437,20.31487,19.31207,18.83394,1412,301,5,218,7.68E+18,0.5943084,6825,56717,755,GALAXY
1.24E+18,357.6256902,9.406145917,22.37098,21.78472,21.208,21.09382,20.91056,7880,301,2,27,6.94E+18,1.035354,6160,56190,992,QSO
1.24E+18,317.7572368,-7.611578359,21.39226,18.87271,17.68115,17.20849,16.79308,1737,301,2,71,7.18E+17,0.1309211,638,52081,92,GALAXY
1.24E+18,142.6511586,36.99338354,17.62587,16.47578,16.57367,16.66936,16.75927,3560,301,5,236,1.44E+18,-8.00E-05,1275,52996,437,STAR
1.24E+18,142.6992672,37.14799696,20.81892,20.52342,20.01667,19.96528,20.04307,3560,301,5,237,9.98E+18,1.376664,8863,57724,518,QSO
1.24E+18,144.2845733,37.77790098,21.361,21.00694,21.02795,20.96519,20.76603,3560,301,5,246,5.15E+18,-0.000467238,4574,55621,140,STAR
1.24E+18,144.8005054,37.86233013,17.63037,16.18511,15.56194,15.32551,15.195,3560,301,5,249,3.63E+18,-0.000240456,3223,54865,372,STAR
1.24E+18,146.7518092,38.74170689,19.50771,18.36686,17.89498,17.69949,17.63065,3560,301,5,260,1.44E+18,-8.47E-05,1277,52765,352,STAR
1.24E+18,148.8799198,39.42949907,21.03386,19.85238,19.78729,19.78685,19.87847,3560,301,5,272,9.93E+18,0.000249782,8823,57446,842,STAR
1.24E+18,162.8140426,41.23956989,25.58681,20.68025,18.91576,18.1351,17.70154,3704,301,6,192,1.62E+18,0.4771597,1435,52996,360,GALAXY
1.24E+18,52.5408721,-0.462114135,21.93521,20.74188,19.47168,18.88829,18.50378,4849,301,2,805,1.83E+18,0.44545,1629,52945,62,GALAXY
1.24E+18,47.92247937,-0.43487687,20.16842,18.7106,17.82469,17.35726,17.01015,4849,301,2,775,1.70E+18,0.113433,1514,52931,147,GALAXY
1.24E+18,46.6375208,-0.565742373,22.21553,19.94448,18.95783,18.52922,18.21659,4849,301,2,766,1.76E+18,0.04562089,1564,52991,274,GALAXY
1.24E+18,112.9605716,24.4401139,21.50687,19.93371,19.41615,18.7363,18.25924,2711,301,5,22,5.03E+18,0.1680046,4464,55866,375,GALAXY
1.24E+18,0.186022897,16.41420616,18.63735,17.65326,17.3392,17.20536,17.16406,7713,301,1,232,6.95E+18,-0.000904101,6172,56269,644,STAR
1.24E+18,1.049235739,16.60897269,21.02075,20.62948,20.39991,20.4725,20.1615,7713,301,1,237,6.95E+18,0.9161731,6173,56238,288,QSO
1.24E+18,226.7449019,34.37794125,19.53716,18.25011,17.64111,17.32292,17.15845,3919,301,4,150,1.56E+18,0.1306511,1385,53108,439,GALAXY
1.24E+18,207.8465879,40.24111426,25.31723,21.87066,20.05691,19.08198,18.64811,3919,301,4,42,5.30E+18,0.5222912,4710,55707,741,GALAXY
1.24E+18,160.5104826,40.68102542,19.16752,19.11879,19.0699,19.15916,19.04462,3893,301,5,53,9.42E+18,0.9498239,8364,58138,47,QSO
1.24E+18,28.41955242,-3.197987656,23.34387,23.65152,22.3928,21.86212,22.79441,7778,301,1,506,1.05E+19,1.985733,9326,57716,636,QSO
1.24E+18,243.6939839,57.69658741,21.99892,21.6685,20.19442,18.98226,18.40714,5362,301,2,94,7.64E+18,0.6451916,6786,56448,33,GALAXY
1.24E+18,251.2022976,31.61684154,21.8194,21.31425,20.87806,20.48782,20.15203,3705,301,2,337,1.23E+19,1.650496,10920,58252,874,QSO
1.24E+18,212.6749551,23.81420395,18.64056,17.91349,17.78059,17.54907,17.60318,4670,301,1,104,2.39E+18,0.06792239,2124,53770,58,GALAXY
1.24E+18,218.623293,22.51569275,20.92077,18.95776,17.62315,17.15257,16.80418,4670,301,1,141,2.40E+18,0.2325766,2136,53494,90,GALAXY
1.24E+18,203.1623181,25.44117094,16.55571,15.06987,14.26988,13.84358,13.50493,4670,301,1,45,2.53E+18,0.02504776,2245,54208,133,GALAXY
1.24E+18,331.9975959,5.075076152,24.54165,22.36311,20.64052,19.82382,19.21552,5655,301,1,170,4.86E+18,0.4875323,4318,55508,555,GALAXY
1.24E+18,56.47456393,0.633808767,22.76592,21.20221,19.32084,18.66991,18.25961,4849,301,5,832,2.97E+18,0.3571438,2639,54465,581,GALAXY
1.24E+18,22.91998592,11.72421882,20.31903,19.99785,19.73455,19.53174,19.35764,7773,301,3,460,1.25E+19,1.999961,11069,58456,228,QSO
1.24E+18,253.6396824,46.30552848,23.96387,22.20293,20.72618,19.73796,19.42008,4011,301,5,144,7.11E+18,0.5056168,6319,56452,335,GALAXY
1.24E+18,350.3171929,23.51465626,24.84882,21.89832,21.99191,21.95614,22.70639,7708,301,2,146,8.64E+18,2.804564,7670,57328,9,QSO
1.24E+18,326.1587731,2.668374188,22.58423,22.06219,21.96579,21.40627,21.24131,7712,301,5,104,1.27E+19,1.637429,11324,58395,298,QSO
1.24E+18,109.8904101,0.457226677,22.16317,19.6295,18.16901,16.8781,16.17767,308,301,4,24,8.39E+18,0.000107585,7450,56722,685,STAR
1.24E+18,355.3879578,24.05780109,23.01653,21.17167,20.65935,20.35775,20.20656,7708,301,2,177,8.63E+18,-4.17E-05,7667,57580,452,STAR
1.24E+18,152.913535,45.97889897,23.766,24.03172,22.38174,20.95396,19.9533,2964,301,5,177,8.31E+18,0.8652918,7384,56715,777,GALAXY
1.24E+18,128.3120741,21.83453564,24.40924,21.36189,20.56525,19.8947,19.34353,6597,301,4,224,5.04E+18,0.3199134,4478,55600,21,GALAXY
1.24E+18,113.9022535,28.50576563,21.53159,21.31189,21.02249,20.92831,20.81705,2825,301,6,39,1.16E+19,1.176483,10285,58083,237,QSO
1.24E+18,16.35133971,2.647475955,20.14442,19.46396,19.39671,19.39726,19.34835,7717,301,4,438,4.85E+18,2.54699,4309,55528,252,QSO
1.24E+18,114.6441527,42.12126742,17.77709,16.67505,16.55335,16.53189,16.54812,6573,301,6,211,3.56E+18,-0.000132939,3161,54779,346,STAR
1.24E+18,156.6791524,19.86502481,25.49691,22.6027,21.70194,21.05109,22.48839,5183,301,3,172,1.08E+19,0.6625207,9569,57837,30,GALAXY
1.24E+18,220.8377327,24.69038369,23.74922,23.39536,21.72862,19.77988,19.42167,4649,301,3,241,2.41E+18,0.4008397,2143,54184,346,GALAXY
1.24E+18,10.00583287,17.923289,20.30415,20.33402,19.91251,19.8038,19.783,7845,301,5,13,8.54E+18,1.423027,7588,56903,93,QSO
1.24E+18,231.3113645,4.833844574,18.69213,17.53661,17.42056,17.46997,17.50469,2391,301,3,162,2.06E+18,-0.000303084,1834,54562,26,STAR
1.24E+18,149.6950068,30.95586208,22.57664,22.64817,21.80055,21.44726,20.78956,4518,301,1,144,1.18E+19,0.3069153,10448,58158,2,GALAXY
1.24E+18,130.0895358,47.28166657,21.69001,21.35509,20.9543,21.00311,20.75828,2074,301,3,80,8.24E+18,1.044704,7319,56962,11,QSO
